id,nome_insituicao,categoria,curso,valor_da_bolsa,modelo_de_curso,data_inicio,data_fim,estado,municipio
ba03538b-ee64-41cf-b044-62f3fbe512ce,Universidade Salvador,Comunicação & Artes,Publicidade,25% gratuita,Presencial,2025-07-12,2028-07-11,Bahia,Salvador
7923ba36-eb81-45e7-9fcf-ec29e6cc1447,Universidade Fortaleza,Sem graduação,Edição de Vídeo,100% gratuita,EAD,2025-07-22,2029-07-21,Ceará,Fortaleza
31906d22-ddee-4418-abc2-05b6cea3d970,Universidade Boa Vista,TI & Computação,Ciência da Computação,75% gratuita,Presencial,2025-06-15,2026-06-15,Roraima,Boa Vista
dcdc0873-74ff-4906-b0dd-222440b5371c,Universidade Natal,Gestão & Negócios,Marketing,75% gratuita,Hibrido,2025-08-18,2026-08-18,Rio Grande do Norte,Natal
e6521753-6b2b-4fe5-bc6d-8f6de550cfd9,Universidade Parnaíba,Arquitetura e Urbanismo & Design,Design Gráfico,50% gratuita,Presencial,2025-06-04,2027-06-04,Piauí,Parnaíba
fb248704-b433-4160-8c42-7fae20cf867d,Universidade Salvador,TI & Computação,Análise e Desenvolvimento de Sistemas,50% gratuita,Hibrido,2025-06-02,2029-06-01,Bahia,Salvador
93074012-2a16-469e-9108-390b87e0d237,Universidade Parintins,Engenharias,Engenharia Mecânica,50% gratuita,Hibrido,2025-06-21,2027-06-21,Amazonas,Parintins
7ffe0be2-d068-40e9-9343-4d9daf756414,Universidade Campina Grande,Ciências Humanas,Sociologia,100% gratuita,EAD,2025-07-06,2028-07-05,Paraíba,Campina Grande
c34ca9aa-dfcb-40a5-b7e1-41b78a76e2f9,Universidade Vitória,Comunicação & Artes,Rádio e TV,75% gratuita,Presencial,2025-06-10,2026-06-10,Espírito Santo,Vitória
dd073e37-36fe-41a9-8c83-d78635300cb2,Universidade Aracaju,Ciências Médicas,Enfermagem,100% gratuita,Presencial,2025-07-17,2026-07-17,Sergipe,Aracaju
35ce5352-2855-4007-b130-4d881cb497d4,Universidade Niterói,Arquitetura e Urbanismo & Design,Design de Interiores,50% gratuita,Presencial,2025-07-13,2029-07-12,Rio de Janeiro,Niterói
a5b4d535-b4c7-4cf8-8715-ef5c46d2cfe2,Universidade Boa Vista,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,50% gratuita,Hibrido,2025-07-01,2029-06-30,Roraima,Boa Vista
fd44ed94-72fd-4096-ba5f-fe6cd92c8b22,Universidade Rondonópolis,Turismo & Hospitalidade,Eventos,75% gratuita,Presencial,2025-08-17,2027-08-17,Mato Grosso,Rondonópolis
b6187e6e-5d2c-42e2-aca9-83041132e4ac,Universidade Caruaru,Sem graduação,Pacote Office,50% gratuita,Hibrido,2025-07-31,2029-07-30,Pernambuco,Caruaru
869ff565-5816-4d78-a666-0c0f33a84c34,Universidade Fortaleza,Engenharias,Engenharia Elétrica,100% gratuita,Hibrido,2025-08-07,2027-08-07,Ceará,Fortaleza
74af14e5-f7bf-493a-b5e5-6567ea0d9f10,Universidade Nossa Senhora do Socorro,Engenharias,Engenharia Civil,25% gratuita,Presencial,2025-06-16,2028-06-15,Sergipe,Nossa Senhora do Socorro
a637b84f-e748-4ce1-bf5c-acbc132159a6,Universidade Cuiabá,Comunicação & Artes,Rádio e TV,50% gratuita,Hibrido,2025-07-02,2026-07-02,Mato Grosso,Cuiabá
9bcdb5da-c393-4865-9bd3-804049eaa061,Universidade Caruaru,Sem graduação,Português para Estrangeiros,75% gratuita,EAD,2025-08-07,2028-08-06,Pernambuco,Caruaru
19f105c4-976c-4b55-aa5a-b8d779657d71,Universidade Campina Grande,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,25% gratuita,EAD,2025-07-10,2027-07-10,Paraíba,Campina Grande
8f72c45f-71d2-48e8-bd79-7dc7f9b8e9db,Universidade Dourados,Sem graduação,Pacote Office,25% gratuita,EAD,2025-07-11,2029-07-10,Mato Grosso do Sul,Dourados
b1410769-fcf8-4012-bc8f-75a7100d19b5,Universidade Manaus,Ciências Médicas,Enfermagem,75% gratuita,Hibrido,2025-06-24,2029-06-23,Amazonas,Manaus
249d735f-4cd2-49da-a5f6-495cb51a4d82,Universidade Porto Alegre,Arquitetura e Urbanismo & Design,Design de Interiores,25% gratuita,Hibrido,2025-07-25,2027-07-25,Rio Grande do Sul,Porto Alegre
7f94cf28-bf08-44d2-b946-eb85b0a72951,Universidade Parnaíba,Ciências Médicas,Fisioterapia,50% gratuita,EAD,2025-08-09,2027-08-09,Piauí,Parnaíba
33f89690-0d5d-416c-8def-67c13cc4a67a,Universidade Maceió,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,75% gratuita,Presencial,2025-07-03,2029-07-02,Alagoas,Maceió
32a2714b-c81b-4131-aa3b-138a7c9c3da5,Universidade Cuiabá,Ciências Médicas,Fisioterapia,75% gratuita,Hibrido,2025-07-12,2028-07-11,Mato Grosso,Cuiabá
c3e81366-8042-4e59-947b-a597d6e107c9,Universidade Porto Velho,Turismo & Hospitalidade,Eventos,25% gratuita,Presencial,2025-08-06,2027-08-06,Rondônia,Porto Velho
51196b77-f86a-459a-a330-3054943b6e92,Universidade Salvador,TI & Computação,Análise e Desenvolvimento de Sistemas,25% gratuita,Presencial,2025-08-03,2029-08-02,Bahia,Salvador
c29d7dfd-78ed-45e7-a072-f4a12fec9fd0,Universidade Palmas,Arquitetura e Urbanismo & Design,Design de Interiores,25% gratuita,Hibrido,2025-08-10,2029-08-09,Tocantins,Palmas
5b2aeb81-988f-4999-b71f-7e4e95600c1f,Universidade Arapiraca,Ciências Biológicas e da Saúde,Biomedicina,75% gratuita,EAD,2025-08-15,2026-08-15,Alagoas,Arapiraca
0096b49a-c58c-4e9b-9491-eadd761b1267,Universidade Rondonópolis,Ciências Humanas,História,25% gratuita,Presencial,2025-08-15,2026-08-15,Mato Grosso,Rondonópolis
4c6a7022-ab4c-4ed6-b915-bf1c18138761,Universidade Rio Branco,Ciências Humanas,História,25% gratuita,Presencial,2025-07-28,2027-07-28,Acre,Rio Branco
edd4a6e2-3931-4be3-bdfd-5504f50d6abd,Universidade Boa Vista,Ciências Médicas,Fisioterapia,75% gratuita,EAD,2025-08-15,2028-08-14,Roraima,Boa Vista
ef261cbf-7766-4ec2-8ff3-244a95ccea3d,Universidade Cruzeiro do Sul,Arquitetura e Urbanismo & Design,Arquitetura,100% gratuita,Hibrido,2025-06-28,2029-06-27,Acre,Cruzeiro do Sul
85f3e1a5-94fa-42b9-ba73-32849e6e315f,Universidade Vila Velha,Engenharias,Engenharia Civil,100% gratuita,EAD,2025-08-12,2028-08-11,Espírito Santo,Vila Velha
0693c199-58ba-4dd7-9639-a413125954b3,Universidade Santana,Ciências Médicas,Medicina,100% gratuita,Presencial,2025-06-20,2028-06-19,Amapá,Santana
34a12abf-b0c5-443d-bfb0-e06fc04fa859,Universidade Curitiba,Ciências Jurídicas,Ciências Políticas,25% gratuita,Presencial,2025-06-29,2029-06-28,Paraná,Curitiba
dc026a58-edc6-4205-be1a-fa99dc0e93e8,Universidade Boa Vista,Ciências Biológicas e da Saúde,Educação Física,75% gratuita,Presencial,2025-06-09,2028-06-08,Roraima,Boa Vista
bc3c5589-2ee7-4052-a032-44c731def265,Universidade Cruzeiro do Sul,Ciências Humanas,Filosofia,75% gratuita,Hibrido,2025-07-14,2029-07-13,Acre,Cruzeiro do Sul
88390829-09a1-46a7-816b-6367bdffad3f,Universidade Campina Grande,Ciências Humanas,Sociologia,100% gratuita,Hibrido,2025-07-13,2026-07-13,Paraíba,Campina Grande
d38a6b9b-b06d-41da-935f-0d695d65c778,Universidade Parnaíba,Sem graduação,Pacote Office,50% gratuita,Hibrido,2025-06-06,2026-06-06,Piauí,Parnaíba
b7ae76d1-2236-471b-ac88-c2837ef41788,Universidade Arapiraca,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,25% gratuita,Presencial,2025-06-17,2028-06-16,Alagoas,Arapiraca
b9974d03-4b9e-4b55-9c0f-d6d7adefed8e,Universidade Belém,Ciências Humanas,Filosofia,100% gratuita,Presencial,2025-07-12,2026-07-12,Pará,Belém
fc573c2b-4853-4ddb-9fa0-a5342640cd9a,Universidade João Pessoa,Gestão & Negócios,Administração,50% gratuita,Hibrido,2025-08-13,2027-08-13,Paraíba,João Pessoa
f1f5eba9-2db8-40ad-a137-2481f7c3e5aa,Universidade Imperatriz,Ciências Jurídicas,Ciências Políticas,75% gratuita,Presencial,2025-06-20,2026-06-20,Maranhão,Imperatriz
d015146c-f349-4168-8e82-ddb3797d3cfa,Universidade Porto Alegre,Comunicação & Artes,Publicidade,50% gratuita,Hibrido,2025-06-27,2027-06-27,Rio Grande do Sul,Porto Alegre
0deae12c-ad97-498e-956c-1ef61833d5f0,Universidade Natal,Ciências Humanas,Sociologia,100% gratuita,Presencial,2025-06-08,2028-06-07,Rio Grande do Norte,Natal
31ba6a77-2860-4bd1-b526-a8cf615592cf,Universidade Nossa Senhora do Socorro,Comunicação & Artes,Jornalismo,25% gratuita,EAD,2025-07-07,2026-07-07,Sergipe,Nossa Senhora do Socorro
e7c627b3-98a6-4f5e-9480-6d695a8d880d,Universidade Campo Grande,Turismo & Hospitalidade,Eventos,50% gratuita,EAD,2025-06-10,2028-06-09,Mato Grosso do Sul,Campo Grande
1922312d-fc3b-4741-965d-556db1bedf21,Universidade Caxias do Sul,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,75% gratuita,Presencial,2025-07-29,2028-07-28,Rio Grande do Sul,Caxias do Sul
87d701bc-02a9-4920-9efe-0b952400c6ad,Universidade Joinville,Ciências Jurídicas,Direito,75% gratuita,Presencial,2025-07-25,2027-07-25,Santa Catarina,Joinville
c2f0c914-8b38-44bb-8387-243d40eb12ee,Universidade Campinas,Ciências Médicas,Enfermagem,75% gratuita,Presencial,2025-07-01,2029-06-30,São Paulo,Campinas
8ba53d9f-4517-457d-93b1-0a03085226f7,Universidade Manaus,Gestão & Negócios,Gestão de RH,25% gratuita,Presencial,2025-07-15,2027-07-15,Amazonas,Manaus
d55a9a8f-3d99-4b3d-a536-bc85f3d8c785,Universidade Salvador,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,100% gratuita,EAD,2025-07-01,2027-07-01,Bahia,Salvador
4bb39237-3cf6-46fd-8532-728f1ac84887,Universidade Santana,Ciências Jurídicas,Ciências Políticas,25% gratuita,EAD,2025-08-16,2027-08-16,Amapá,Santana
e1343964-c606-429b-a866-9c17b506c89c,Universidade Uberlândia,Turismo & Hospitalidade,Eventos,100% gratuita,Hibrido,2025-07-27,2026-07-27,Minas Gerais,Uberlândia
63ddda2c-7b55-4af7-92ab-2897e76670b6,Universidade Cuiabá,Ciências Jurídicas,Ciências Políticas,75% gratuita,EAD,2025-07-05,2026-07-05,Mato Grosso,Cuiabá
80b30722-3614-4fe0-84ed-3ef2d001ecfd,Universidade Imperatriz,Arquitetura e Urbanismo & Design,Arquitetura,50% gratuita,EAD,2025-08-04,2029-08-03,Maranhão,Imperatriz
50880409-f005-4801-86bd-eff2f9993bc8,Universidade Curitiba,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,100% gratuita,Presencial,2025-06-11,2027-06-11,Paraná,Curitiba
351307b4-647f-4e0c-8a7a-35f9a746601c,Universidade Teresina,Turismo & Hospitalidade,Hotelaria,100% gratuita,Presencial,2025-08-20,2026-08-20,Piauí,Teresina
7c053bc8-fa2e-4090-a6a4-fdb39735339c,Universidade Ji-Paraná,Turismo & Hospitalidade,Hotelaria,75% gratuita,Presencial,2025-06-23,2026-06-23,Rondônia,Ji-Paraná
77695fed-a113-4c9f-b9ac-8dd5acfec9d5,Universidade Teresina,Arquitetura e Urbanismo & Design,Arquitetura,50% gratuita,Hibrido,2025-07-28,2028-07-27,Piauí,Teresina
a51ac20f-7dac-4d12-b993-84616112eb9e,Universidade Caxias do Sul,Ciências Biológicas e da Saúde,Nutrição,25% gratuita,EAD,2025-07-18,2029-07-17,Rio Grande do Sul,Caxias do Sul
a99af278-358f-4367-9c25-9c2a93db4bd2,Universidade Santana,Arquitetura e Urbanismo & Design,Design Gráfico,25% gratuita,Presencial,2025-07-10,2029-07-09,Amapá,Santana
f67af447-fa50-433c-acba-91623af56431,Universidade Rio Branco,Arquitetura e Urbanismo & Design,Arquitetura,25% gratuita,Hibrido,2025-06-23,2026-06-23,Acre,Rio Branco
7cf22bc4-4967-4691-8b99-fc2b8db50d9c,Universidade Londrina,TI & Computação,Sistemas de Informação,100% gratuita,Hibrido,2025-07-13,2028-07-12,Paraná,Londrina
035f9ceb-5db1-4513-87da-e35dc2ebadab,Universidade Caruaru,Gestão & Negócios,Marketing,100% gratuita,Presencial,2025-07-30,2028-07-29,Pernambuco,Caruaru
6b235055-2b5d-4f65-82d9-919b18ad50df,Universidade Imperatriz,Ciências Médicas,Enfermagem,75% gratuita,EAD,2025-08-18,2027-08-18,Maranhão,Imperatriz
f04b426c-f868-466d-a587-43ec667cd2ea,Universidade Araguaína,TI & Computação,Análise e Desenvolvimento de Sistemas,75% gratuita,Presencial,2025-06-28,2027-06-28,Tocantins,Araguaína
0a8ed672-366f-44c3-a956-9c27b56081d8,Universidade Caxias do Sul,Ciências Médicas,Enfermagem,25% gratuita,Presencial,2025-06-14,2029-06-13,Rio Grande do Sul,Caxias do Sul
572e60af-5a7e-4efd-91ae-956246931a50,Universidade Caruaru,Gestão & Negócios,Marketing,25% gratuita,EAD,2025-06-22,2027-06-22,Pernambuco,Caruaru
06ea1ed2-ff90-4659-aead-96f0cec47e10,Universidade Brasília,Sem graduação,Edição de Vídeo,75% gratuita,Hibrido,2025-08-15,2029-08-14,Distrito Federal,Brasília
244c7f2b-1cb0-4b22-9107-95e7fefaf076,Universidade Curitiba,Engenharias,Engenharia Elétrica,50% gratuita,EAD,2025-06-28,2026-06-28,Paraná,Curitiba
3bf30fa8-99c8-4b29-9780-1590f6465272,Universidade Campo Grande,Ciências Agrárias & Meio Ambiente,Engenharia Agrônoma,50% gratuita,Presencial,2025-06-06,2028-06-05,Mato Grosso do Sul,Campo Grande
a2c223bd-9ae5-4cbf-91b0-5347af5e3a63,Universidade Natal,Comunicação & Artes,Publicidade,75% gratuita,Presencial,2025-07-17,2027-07-17,Rio Grande do Norte,Natal
5f62c97e-07c1-4b3a-bbab-d04510b11f2f,Universidade Joinville,Arquitetura e Urbanismo & Design,Arquitetura,75% gratuita,Presencial,2025-06-21,2029-06-20,Santa Catarina,Joinville
036eb638-4c71-4569-83f8-ef963dd22d1c,Universidade Juazeiro do Norte,Arquitetura e Urbanismo & Design,Arquitetura,25% gratuita,Hibrido,2025-07-17,2028-07-16,Ceará,Juazeiro do Norte
ebfe1d34-d6bf-4e19-b855-2cbb4dd9123f,Universidade Campinas,Gestão & Negócios,Marketing,25% gratuita,Hibrido,2025-07-07,2029-07-06,São Paulo,Campinas
7ba8766b-748e-4683-b3d8-40411574362d,Universidade Santarém,Ciências Médicas,Enfermagem,100% gratuita,EAD,2025-08-08,2026-08-08,Pará,Santarém
688352c9-c173-4593-a20b-63328c84a17c,Universidade Porto Velho,Ciências Biológicas e da Saúde,Nutrição,75% gratuita,Hibrido,2025-07-22,2028-07-21,Rondônia,Porto Velho
94d2c400-0a94-4896-a443-d70f64fc918d,Universidade Macapá,TI & Computação,Ciência da Computação,100% gratuita,EAD,2025-06-04,2027-06-04,Amapá,Macapá
0832bd9d-e73f-46fb-a196-7e270dac846e,Universidade Brasília,Arquitetura e Urbanismo & Design,Arquitetura,50% gratuita,Presencial,2025-07-27,2028-07-26,Distrito Federal,Brasília
44c7b20e-a13b-4284-9158-70eee306c4b7,Universidade Vitória,Sem graduação,Pacote Office,50% gratuita,EAD,2025-07-21,2029-07-20,Espírito Santo,Vitória
7ce7d341-96e8-4b1d-8b2c-df1422592503,Universidade Anápolis,Arquitetura e Urbanismo & Design,Design Gráfico,75% gratuita,EAD,2025-06-28,2026-06-28,Goiás,Anápolis
4b634eea-e056-46bf-beec-7df6ae6e474f,Universidade Brasília,TI & Computação,Análise e Desenvolvimento de Sistemas,25% gratuita,Presencial,2025-08-08,2028-08-07,Distrito Federal,Brasília
0bb004a8-7244-491c-b644-719a23449d20,Universidade Parnaíba,Engenharias,Engenharia Civil,75% gratuita,Hibrido,2025-06-01,2028-05-31,Piauí,Parnaíba
4d2a84f2-aa69-490a-8e28-ac07d4353f61,Universidade Salvador,Engenharias,Engenharia Civil,25% gratuita,Presencial,2025-06-13,2029-06-12,Bahia,Salvador
70b5fde0-c77f-43fe-bdf5-159a321e135e,Universidade Caruaru,Engenharias,Engenharia Elétrica,75% gratuita,Presencial,2025-07-05,2026-07-05,Pernambuco,Caruaru
01f04c50-2eea-4bce-9f64-644c159b629d,Universidade Curitiba,Ciências Médicas,Medicina,100% gratuita,Presencial,2025-06-20,2026-06-20,Paraná,Curitiba
c8434b56-d941-49de-a455-745e1ebbc298,Universidade Vitória,Gestão & Negócios,Administração,100% gratuita,Presencial,2025-07-15,2029-07-14,Espírito Santo,Vitória
3c984336-d648-4787-a90f-c928f678a08a,Universidade Porto Alegre,Engenharias,Engenharia Mecânica,25% gratuita,EAD,2025-07-03,2028-07-02,Rio Grande do Sul,Porto Alegre
4289de09-17b8-4262-9b71-e10c0b2894cd,Universidade Rio Branco,Engenharias,Engenharia Mecânica,100% gratuita,Hibrido,2025-06-02,2029-06-01,Acre,Rio Branco
6a5dace7-4f88-490c-94f1-231df81c0a7e,Universidade Parintins,Ciências Jurídicas,Ciências Políticas,100% gratuita,Hibrido,2025-08-06,2028-08-05,Amazonas,Parintins
21d8b35e-5ecc-4533-b232-fd052e5eb3e9,Universidade Teresina,Ciências Agrárias & Meio Ambiente,Gestão Ambiental,25% gratuita,EAD,2025-06-26,2026-06-26,Piauí,Teresina
d49241a4-c58c-460e-af75-e14c695be71d,Universidade Boa Vista,Ciências Jurídicas,Ciências Políticas,75% gratuita,Hibrido,2025-07-05,2029-07-04,Roraima,Boa Vista
561a2195-113c-4c05-b18a-8e7ad41ad3db,Universidade Campinas,Ciências Jurídicas,Ciências Políticas,25% gratuita,Presencial,2025-07-30,2028-07-29,São Paulo,Campinas
a6923fd0-f19d-46fb-b1f1-d72ac2c65dc8,Universidade Imperatriz,Gestão & Negócios,Gestão de RH,50% gratuita,Presencial,2025-07-17,2026-07-17,Maranhão,Imperatriz
6d81b006-91af-4454-94e0-7e8a9279b676,Universidade Uberlândia,Ciências Médicas,Enfermagem,50% gratuita,EAD,2025-07-16,2027-07-16,Minas Gerais,Uberlândia
6602237a-74f9-4965-9b57-6b5e65ef751e,Universidade Curitiba,Comunicação & Artes,Publicidade,75% gratuita,Presencial,2025-06-09,2026-06-09,Paraná,Curitiba
